Start Time;08/05/2026 09:33:03

Time(s);COM5 - PPS Sensor (N);(Selected Full Scale Range: 1N)
11,714;0,001953125;
11,73;0,001953125;
11,743;0,001953125;
11,765;0,001953125;
11,791;0,001953125;
11,806;0,001953125;
11,821;0,001953125;
11,838;0,001953125;
11,852;0,001953125;
11,866;0,001953125;
11,884;0,001953125;
11,898;0,001953125;
11,915;0,001953125;
11,932;0,001953125;
11,946;0,001953125;
11,961;0,001953125;
11,977;0,001953125;
11,993;0,001953125;
12,008;0,001953125;
12,024;0,001953125;
12,038;0,001953125;
12,055;0,001953125;
12,07;0,001953125;
12,086;0,001953125;
12,1;0,001953125;
12,115;0,001953125;
12,13;0,001953125;
12,147;0,001953125;
12,16;0,001953125;
12,179;0,001953125;
12,193;0,001953125;
12,208;0,001953125;
12,23;0,001953125;
12,256;0,001953125;
12,272;0,001953125;
12,287;0,001953125;
12,305;0,001953125;
12,334;0,001953125;
12,364;0,001953125;
12,38;0,001953125;
12,396;0,001953125;
12,412;0,001953125;
12,43;0,001953125;
12,444;0,001953125;
12,462;0,001953125;
12,475;0,001953125;
12,491;0,001953125;
12,51;0,001953125;
12,536;0,001953125;
12,553;0,001953125;
12,568;0,001953125;
12,586;0,001953125;
12,598;0,001953125;
12,615;0,001953125;
12,629;0,001953125;
12,645;0,001953125;
12,66;0,001953125;
12,677;0,001953125;
12,69;0,001953125;
12,708;0,001953125;
12,722;0,001953125;
12,738;0,001953125;
12,753;0,001953125;
12,77;0,001953125;
12,783;0,001953125;
12,801;0,001953125;
12,817;0,001953125;
12,832;0,001953125;
12,848;0,001953125;
12,861;0,001953125;
12,878;0,001953125;
12,893;0,001953125;
12,908;0,001953125;
12,924;0,001953125;
12,941;0,001953125;
12,955;0,001953125;
12,973;0,001953125;
12,987;0,001953125;
13,003;0,001953125;
13,018;0,001953125;
13,034;0,001953125;
13,05;0,001953125;
13,065;0,001953125;
13,078;0,001953125;
13,095;0,001953125;
13,109;0,001953125;
13,126;0,001953125;
13,14;0,001953125;
13,158;0,001953125;
13,171;0,001953125;
13,191;0,001953125;
13,219;0,001953125;
13,236;0,001953125;
13,252;0,001953125;
13,285;0,001953125;
13,312;0,001953125;
13,328;0,001953125;
13,347;0,001953125;
13,374;0,001953125;
13,389;0,001953125;
13,405;0,001953125;
13,419;0,001953125;
13,436;0,001953125;
13,452;0,001953125;
13,468;0,001953125;
13,484;0,001953125;
13,5;0,001953125;
13,528;0,001953125;
13,543;0,001953125;
13,561;0,001953125;
13,576;0,001953125;
13,592;0,001953125;
13,608;0,001953125;
13,623;0,001953125;
13,64;0,001953125;
13,652;0,001953125;
13,668;0,001953125;
13,685;0,001953125;
13,701;0,001953125;
13,716;0,001953125;
13,733;0,001953125;
13,749;0,001953125;
13,765;0,001953125;
13,796;0,001953125;
13,809;0,001953125;
13,826;0,001953125;
13,841;0,001953125;
13,857;0,001953125;
13,872;0,001953125;
13,889;0,001953125;
13,904;0,001953125;
13,918;0,001953125;
13,934;0,001953125;
13,951;0,001953125;
13,965;0,001953125;
13,984;0,001953125;
14,012;0,001953125;
14,029;0,001953125;
14,043;0,001953125;
14,058;0,001953125;
14,074;0,001953125;
14,092;0,001953125;
14,105;0,001953125;
14,121;0,001953125;
14,136;0,001953125;
14,152;0,001953125;
14,168;0,001953125;
14,184;0,001953125;
14,2;0,001953125;
14,215;0,001953125;
14,231;0,001953125;
14,246;0,001953125;
14,263;0,001953125;
14,278;0,001953125;
14,293;0,001953125;
14,31;0,001953125;
14,324;0,001953125;
14,342;0,001953125;
14,356;0,001953125;
14,37;0,001953125;
14,387;0,001953125;
14,401;0,001953125;
14,416;0,001953125;
14,433;0,001953125;
14,448;0,001953125;
14,465;0,001953125;
14,479;0,001953125;
14,496;0,001953125;
14,511;0,001953125;
14,528;0,001953125;
14,544;0,001953125;
14,561;0,001953125;
14,591;0,001953125;
14,605;0,001953125;
14,621;0,001953125;
14,637;0,001953125;
14,651;0,001953125;
14,668;0,001953125;
14,682;0,001953125;
14,698;0,001953125;
14,714;0,001953125;
14,727;0,001953125;
14,745;0,001953125;
14,759;0,001953125;
14,776;0,001953125;
14,791;0,001953125;
14,805;0,001953125;
14,821;0,001953125;
14,834;0,001953125;
14,851;0,001953125;
14,866;0,001953125;
14,881;0,001953125;
14,897;0,001953125;
14,912;0,001953125;
14,928;0,001953125;
14,946;0,001953125;
14,959;0;
14,975;0,001953125;
14,992;0,001953125;
15,006;0,001953125;
15,021;0,001953125;
15,038;0,001953125;
15,053;0,001953125;
15,068;0,001953125;
15,083;0,001953125;
15,1;0,001953125;
15,114;0,001953125;
15,129;0,001953125;
15,147;0,001953125;
15,16;0,001953125;
15,178;0,001953125;
15,193;0,001953125;
15,21;0,001953125;
15,225;0,001953125;
15,24;0,001953125;
